Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,REDDYPALEM,2,COMMERCIAL,625,537,66413,1376.45
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,BALASANTHANAGAR,2,COMMERCIAL,225,202,25430,522.019
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,DESAIPET,2,COMMERCIAL,409,326,27909,842.289
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,L B NAGAR,2,COMMERCIAL,1130,999,210034,3069.36
NIRMAL,NIRMAL,KHANAPUR,KADDAM,LAKSHMISAGAR,2,COMMERCIAL,7,4,144,7.66
NIRMAL,NIRMAL,KHANAPUR,KADDAM,LINGAPUR,2,COMMERCIAL,118,101,15731,179.46
NIRMAL,NIRMAL,KHANAPUR,KADDAM,MADDIPADAGA(NEW,2,COMMERCIAL,12,11,8072,34.19
NIRMAL,NIRMAL,KHANAPUR,KADDAM,MADDIPADGA(OLD),2,COMMERCIAL,23,17,1891,43.53
NIRMAL,NIRMAL,KHANAPUR,KADDAM,MASAYIPET,2,COMMERCIAL,10,9,556,15.24
NIRMAL,NIRMAL,KHANAPUR,KADDAM,MORRIGUDEM,2,COMMERCIAL,5,4,300,11.2
NIRMAL,NIRMAL,KHANAPUR,KADDAM,NARSAPUR,2,COMMERCIAL,5,5,484,12.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,NARSINGAPUR,2,COMMERCIAL,4,3,52,7.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,NAWABPET,2,COMMERCIAL,13,11,2014,45.49
NIRMAL,NIRMAL,KHANAPUR,KADDAM,PANDAVAPUR,2,COMMERCIAL,31,26,1794,61.28
NIRMAL,NIRMAL,KHANAPUR,KADDAM,PEDDA BELLAL,2,COMMERCIAL,20,20,529,21.92
NIRMAL,NIRMAL,KHANAPUR,KADDAM,PEDDUR,2,COMMERCIAL,48,45,9865,88.99
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,MUKTAPUR,2,COMMERCIAL,28,27,1896,45.592
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,NEELAIPET,2,COMMERCIAL,27,18,4144,72.66
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,NEW POCHAMPAD,2,COMMERCIAL,17,16,1263,30.2
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,RANAPUR,2,COMMERCIAL,15,4,238,13.01
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,RATNAPUR KANDLY,2,COMMERCIAL,61,53,16400,136.93
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,TALVEDA,2,COMMERCIAL,24,23,949,34.07
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,THAMSA,2,COMMERCIAL,14,12,433,25.49
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,VENGVAPET,2,COMMERCIAL,54,47,3834,82.98
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,YELLA REDDIPET,2,COMMERCIAL,3,2,27,7.0
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,YELLAPALLI,2,COMMERCIAL,49,35,15066,186.428
NIRMAL,NIRMAL,NIRMAL RURAL,SARANGAPUR,ADELI,2,COMMERCIAL,47,45,7781,114.41
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,GOSHALA AND MARKET ROAD,2,COMMERCIAL,1499,1175,198364,2445.452
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,NEW BUS STAND,2,COMMERCIAL,1866,1414,236582,3575.683
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,PANDU FARM,2,COMMERCIAL,18,8,6315,32.38
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,RAKASIPET,2,COMMERCIAL,496,421,61608,875.314
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,SHAKKARNAGAR,2,COMMERCIAL,182,148,25171,290.523
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,AZAM GUNJ,2,COMMERCIAL,38,36,4715,72.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,CHINNAPENTA KURD,2,COMMERCIAL,93,68,7015,111.469
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,FATHEPOOR,2,COMMERCIAL,5,5,351,3.72
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,HUNSA,2,COMMERCIAL,114,93,10157,134.856
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,HONNAJIPET,2,COMMERCIAL,134,124,13916,189.794
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,HUSSAINNAGAR,2,COMMERCIAL,33,31,7808,70.798
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,KONDAPOOR,2,COMMERCIAL,67,61,10547,99.112
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,KOTTALPALLY,2,COMMERCIAL,2,2,7,5.24
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,MAGDDUL (T),2,COMMERCIAL,1,1,0,1.0
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,MUSHEERANAGAR,2,COMMERCIAL,9,5,356,11.695
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,NADIMI (T),2,COMMERCIAL,3,3,146,2.701
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,PAKALA,2,COMMERCIAL,2,2,37,5.89
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,SARPANCH (T),2,COMMERCIAL,1,1,35,1.0
NIZAMABAD,ARMOOR,PERKIT,PERKIT,KOMANAPALLY,2,COMMERCIAL,42,41,3268,49.746
NIZAMABAD,ARMOOR,PERKIT,PERKIT,MAMIDIPALLY,2,COMMERCIAL,1566,1407,238709,3655.167
NIZAMABAD,ARMOOR,PERKIT,PERKIT,NEWMAGGIDI,2,COMMERCIAL,60,58,9666,73.581
NIZAMABAD,ARMOOR,PERKIT,PERKIT,PERKIT,2,COMMERCIAL,1716,1528,289105,4505.881
NIZAMABAD,ARMOOR,PERKIT,PERKIT,PIPRI,2,COMMERCIAL,191,174,21333,296.013
NIZAMABAD,ARMOOR,PERKIT,PERKIT,SUBRIYAL,2,COMMERCIAL,78,68,5661,102.062
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,ACHANPALLY,2,COMMERCIAL,897,746,134153,2039.161
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,BHEEMUNIGUTTA,2,COMMERCIAL,394,310,53999,900.823
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,MITTAPALLY T,2,COMMERCIAL,1,1,21,2.0
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,MULLANGI INDUR,2,COMMERCIAL,34,30,1879,49.554
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,NADPALLY,2,COMMERCIAL,87,57,18733,296.448
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,NADPALLY T,2,COMMERCIAL,12,8,533,18.54
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,NAKKALAGUTTA T,2,COMMERCIAL,1,1,273,2.0
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,NARSINGPUR,2,COMMERCIAL,14,12,601,15.806
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,RAJARAMNAGAR,2,COMMERCIAL,16,15,13554,175.13
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,RAMPUR,2,COMMERCIAL,98,86,11388,176.756
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,GADDAMIDI (T),2,COMMERCIAL,1,1,0,2.0
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,GADKOLE,2,COMMERCIAL,82,68,8702,129.78
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,GOPYA (T),2,COMMERCIAL,2,2,21,3.04
NIZAMABAD,DICHPALLY,DICHPALLY,GADKOLE,GOPYA NAYAK (T),2,COMMERCIAL,1,1,194,1.0
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,VENKATAPOOR,2,COMMERCIAL,1,1,3,1.0
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,AMRAD,2,COMMERCIAL,126,118,22151,231.178
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,AMRAD THANDA,2,COMMERCIAL,4,2,97,5.0
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,BORGAON (KALAN),2,COMMERCIAL,91,77,16472,289.026
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,CHINNAPOOR (M),2,COMMERCIAL,36,33,4398,64.394
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,GANGARAMANDA,2,COMMERCIAL,24,22,659,24.56
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,GUTPA,2,COMMERCIAL,80,72,11881,152.856
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,GUTPA THANDA,2,COMMERCIAL,3,3,238,2.26
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,KINDI TANDA,2,COMMERCIAL,16,16,638,28.249
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,MADANPALLY,2,COMMERCIAL,73,69,11492,159.711
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,MADHAPOOR (N),2,COMMERCIAL,84,73,5907,133.9
NIZAMABAD,NIZAMABAD,NANDIPET,MAKLOOR,MAKLOOR,2,COMMERCIAL,228,198,31835,484.166
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,GUMNOOR,2,COMMERCIAL,7,7,1253,11.0
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,KHANAPOOR,2,COMMERCIAL,8,7,367,9.305
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,KHANSAIPET,2,COMMERCIAL,5,5,2458,15.0
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,LAKKEPUR,2,COMMERCIAL,2,2,1,2.0
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,MAIDIPALLY,2,COMMERCIAL,5,5,128,5.24
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,MALLARAM C,2,COMMERCIAL,9,8,260,14.18
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,NAGARAM PALLI,2,COMMERCIAL,3,3,40,3.0
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,NAGEPALLY,2,COMMERCIAL,12,12,553,35.5
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,PEDDA ODELLA,2,COMMERCIAL,1,1,139,3.0
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,PUTTAPAKA,2,COMMERCIAL,16,14,9380,43.5
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,RACHAPALLY,2,COMMERCIAL,3,0,0,2.2
PEDDAPALLY,MANTHANI,Manthani,EKLASHAPUR,RACHAPALLY RR COLONY,2,COMMERCIAL,18,18,729,29.0
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,KOTHAPALLY(NEW),2,COMMERCIAL,7,7,224,7.962
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,MYADARAM      ,2,COMMERCIAL,101,87,23164,365.112
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,NARSIMHULAPALLI,2,COMMERCIAL,21,21,1026,30.972
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,PAIDICHINTHALA PALLY  (REC)   ,2,COMMERCIAL,6,6,223,9.48
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,RACHAPALLY (A) (REC)          ,2,COMMERCIAL,18,16,3301,38.8
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,RAMAIAHPALLY,2,COMMERCIAL,17,16,569,28.12
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,SAYAMPET   (REC)              ,2,COMMERCIAL,13,12,2412,40.26
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,ODELA,ABBIDPALLY    ,2,COMMERCIAL,3,3,306,6.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,ODELA,GOPAVARAMPALLY H/O KOLANOOR   ,2,COMMERCIAL,15,12,810,20.28
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,DABEERPET,2,COMMERCIAL,7,7,253,6.21
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,DHARMARAOPET,2,COMMERCIAL,57,49,3316,87.59
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,KHANAPUR(H.Q),2,COMMERCIAL,281,212,23400,506.15
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,KHEERYATHANDA,2,COMMERCIAL,1,1,11,1.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,KODTHIMARTHANDA,2,COMMERCIAL,3,3,41,5.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,KOMATIPALLY THANDA,2,COMMERCIAL,1,0,0,2.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,KOTHUR,2,COMMERCIAL,39,27,5258,51.58
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,MANGALAVARIPET,2,COMMERCIAL,45,37,1031,45.55
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,MANUBOTHULAGADDA,2,COMMERCIAL,22,19,692,25.86
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,MARRINAYAKBODITHANDA,2,COMMERCIAL,1,1,0,1.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,NAZINAGAR,2,COMMERCIAL,2,1,1,3.0
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,GURUPALLY,2,COMMERCIAL,2,2,262,8.99
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,KANAMPALLY  (REC)             ,2,COMMERCIAL,17,14,223,27.142
PEDDAPALLY,PEDDAPALLY,DHARMARAM,KHILAVANAPARTHY,KHILAVANAPARTHY  (REC)        ,2,COMMERCIAL,64,58,4933,151.018
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,SUGLAMPALLY   ,2,COMMERCIAL,34,30,9866,131.08
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,SULTANABAD    ,2,COMMERCIAL,1256,1121,165761,2750.256
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,AINEPALLI,2,COMMERCIAL,10,5,2186,62.4
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,AMRU THANDA,2,COMMERCIAL,3,2,11,4.43
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,ASHOK NAGAR,2,COMMERCIAL,138,116,13065,195.7
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,AYODHYANAGAR,2,COMMERCIAL,14,11,570,17.2
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,BALU THANDA,2,COMMERCIAL,1,1,178,1.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,BUDHARAOPET,2,COMMERCIAL,168,141,13728,244.59
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,Badruthanda,2,COMMERCIAL,2,2,11,4.0
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,CHILAKAMMA NAGAR,2,COMMERCIAL,7,7,187,7.25
WARANGAL,NARSAMPET,NARSAMPET(R),KHANAPUR,CHILAKAMMATHANDA,2,COMMERCIAL,2,2,3,3.0
WARANGAL,NARSAMPET,NEKKONDA,CHENNARAOPET,Topanagadda thanda,2,COMMERCIAL,3,3,6,3.0
WARANGAL,NARSAMPET,NEKKONDA,CHENNARAOPET,UPPARAPALLY,2,COMMERCIAL,81,63,7394,134.32
WARANGAL,NARSAMPET,NEKKONDA,CHENNARAOPET,YELLAIGUDA,2,COMMERCIAL,30,25,818,35.86
WARANGAL,NARSAMPET,NEKKONDA,CHENNARAOPET,chintala thanda,2,COMMERCIAL,3,3,108,3.0
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,AMEENAPET,2,COMMERCIAL,23,16,2503,70.24
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,Ajmeera mangya thanda,2,COMMERCIAL,2,2,3,2.0
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,BANZORA PALLY,2,COMMERCIAL,22,17,1102,33.69
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,CHANDRRU KONDA,2,COMMERCIAL,55,41,8831,109.18
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,DEEKSHA KUNTA,2,COMMERCIAL,60,48,7644,78.1
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,Devuni thanda,2,COMMERCIAL,2,2,159,2.0
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,GOTLA KONDA,2,COMMERCIAL,4,3,16,7.0
WARANGAL,NARSAMPET,NEKKONDA,NEKKONDA,GUNDRAPALLY,2,COMMERCIAL,35,29,2979,54.11
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,KOTHAPALLI (WEST),2,COMMERCIAL,31,25,2632,48.26
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,KUMMARIGUDEM,2,COMMERCIAL,3,3,0,3.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,Kashagudem,2,COMMERCIAL,2,2,150,2.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,LAIBARTHI,2,COMMERCIAL,67,55,5227,123.06
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,NALLABELLY-I,2,COMMERCIAL,42,33,5749,60.34
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,R D THANDA,2,COMMERCIAL,7,7,0,11.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,RAMAVARAM,2,COMMERCIAL,29,26,5165,62.02
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,UPPARAPALLI,2,COMMERCIAL,44,40,3026,60.22
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,VENKATESHWARA SWAMY THANDA,2,COMMERCIAL,1,1,11,1.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,WARDHANNAPET,WARDHANNAPET,2,COMMERCIAL,646,562,83316,1371.62
NIRMAL,NIRMAL,KHANAPUR,KADDAM,CHITYAL,2,COMMERCIAL,12,12,177,15.9
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DHARMAJIPET,2,COMMERCIAL,22,15,801,23.63
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DILDARNAGAR,2,COMMERCIAL,6,6,230,12.62
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DOSTH NAGAR,2,COMMERCIAL,4,3,968,20.24
NIRMAL,NIRMAL,KHANAPUR,KADDAM,GANDIGOPALPUR,2,COMMERCIAL,1,1,268,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,GANGAPUR,2,COMMERCIAL,6,6,1736,29.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,ISLAMPUR,2,COMMERCIAL,1,1,0,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KADDAM,2,COMMERCIAL,349,282,27199,494.9
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KALLEDA,2,COMMERCIAL,12,11,797,17.68
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KANNAPUR,2,COMMERCIAL,47,42,3316,74.36
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KONDKUR,2,COMMERCIAL,27,23,3037,59.73
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KURRATHANDA,2,COMMERCIAL,1,1,0,1.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,LACHN YELLAPUR,2,COMMERCIAL,14,10,780,33.46
NIRMAL,NIRMAL,KHANAPUR,KADDAM,LAKSHMIPUR,2,COMMERCIAL,7,6,44,13.0
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,WADYAL,2,COMMERCIAL,82,69,12982,136.84
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,AKKAPUR,2,COMMERCIAL,52,43,2819,93.03
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,ANANTHAPET(NEW),2,COMMERCIAL,37,33,9509,151.19
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,ARLI(B),2,COMMERCIAL,26,17,2575,52.05
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,CHITYAL,2,COMMERCIAL,122,108,13445,270.29
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,DYANGAPUR,2,COMMERCIAL,22,18,6839,93.478
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,KONDAPUR,2,COMMERCIAL,153,135,29577,513.783
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,KOUTLA(K),2,COMMERCIAL,40,31,3677,82.09
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,LANGDAPUR,2,COMMERCIAL,13,9,1533,14.715
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,MEDIPALLY,2,COMMERCIAL,43,33,6962,86.93
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,MUJGI,2,COMMERCIAL,48,39,4182,87.4
NIZAMABAD,ARMOOR,PERKIT,PERKIT,FATHEPUR,2,COMMERCIAL,112,85,13442,140.102
NIZAMABAD,ARMOOR,PERKIT,PERKIT,GOVINDPET,2,COMMERCIAL,169,150,19281,275.906
NIZAMABAD,ARMOOR,PERKIT,PERKIT,KHANAPUR,2,COMMERCIAL,40,37,1138,33.2
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,KANKAPUR,2,COMMERCIAL,174,143,14130,307.048
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,LAXMANCHANDA,2,COMMERCIAL,301,270,34109,467.66
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,MACHAPUR,2,COMMERCIAL,1,1,3,3.0
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,MALLAPUR,2,COMMERCIAL,20,14,7871,49.69
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,MUNEPALLI,2,COMMERCIAL,23,21,1568,39.39
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,NARSAPUR(W),2,COMMERCIAL,49,43,1958,68.974
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,PARPALLI,2,COMMERCIAL,46,35,5383,82.28
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,PEECHARA,2,COMMERCIAL,48,35,3558,78.208
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,POTHAPALLI(W),2,COMMERCIAL,13,11,640,21.74
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,POTTAPALLY(B),2,COMMERCIAL,1,1,0,1.0
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,RACHAPOOR,2,COMMERCIAL,41,32,1324,48.66
NIRMAL,NIRMAL,NIRMAL RURAL,LAXMANCHANDA,THIRPALLI,2,COMMERCIAL,5,3,16,3.6
NIZAMABAD,ARMOOR,PERKIT,MENDORA,SRIRAMSAGAR,2,COMMERCIAL,92,85,11613,198.469
NIZAMABAD,ARMOOR,PERKIT,MENDORA,VELGATOOR,2,COMMERCIAL,144,136,17600,196.129
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,KOTHAPALLY B,2,COMMERCIAL,68,61,8651,86.518
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,MUPKAL,2,COMMERCIAL,545,502,51588,829.642
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,NAGAMPET,2,COMMERCIAL,63,52,1705,58.051
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,NALLUR,2,COMMERCIAL,66,63,2781,74.039
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,RENJERLA,2,COMMERCIAL,186,167,18348,253.153
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,VEMPALLY,2,COMMERCIAL,46,43,2379,66.096
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,VENCHIRIYAL,2,COMMERCIAL,48,40,2340,49.14
NIZAMABAD,ARMOOR,PERKIT,PERKIT,AMDAPUR,2,COMMERCIAL,32,27,1424,29.47
NIZAMABAD,ARMOOR,PERKIT,PERKIT,CHEPUR,2,COMMERCIAL,151,134,25283,326.982
NIZAMABAD,DICHPALLY,DICHPALLY,DHARPALLY,SEETHAIPET,2,COMMERCIAL,16,15,923,20.86
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,BIBIPUR,2,COMMERCIAL,23,18,1565,35.52
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,BIBIPUR THANDA,2,COMMERCIAL,12,6,6057,58.22
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,2,COMMERCIAL,128,106,20160,232.21
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY - (RS),2,COMMERCIAL,865,758,107432,1963.626
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DOOSGAON,2,COMMERCIAL,47,41,3399,65.802
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,GHANPUR,2,COMMERCIAL,226,187,33621,536.662
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,KAMALAPUR,2,COMMERCIAL,52,49,4889,121.906
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,MITTAPALLY,2,COMMERCIAL,93,81,8027,216.472
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,DEEKAM PALLY,2,COMMERCIAL,39,38,2133,65.024
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,GALIB NAGAR,2,COMMERCIAL,9,8,750,13.73
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,GOTIMUKLA,2,COMMERCIAL,78,67,10312,119.17
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,GUNJILI,2,COMMERCIAL,27,25,8692,45.792
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,KALLADI,2,COMMERCIAL,132,120,12954,256.568
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,KOTHAPALLY,2,COMMERCIAL,56,55,6592,91.603
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,LAKMAPOOR,2,COMMERCIAL,1,1,190,2.0
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,MAMDAPOOR,2,COMMERCIAL,13,13,216,13.014
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,METPALLY,2,COMMERCIAL,11,9,1821,14.992
NIZAMABAD,NIZAMABAD,NANDIPET,GOTTIMUKLA,METTU,2,COMMERCIAL,6,6,75,6.0
